0786,field
0027,fifteen
0010,fifth
0037,fifty
0787,filament
0788,file
0789,filed
0790,final
0791,fire
0002,first
0792,fish
0009,five
0793,flag
0794,flair
0795,flame
0796,flameout
0797,flaps
0798,flash
0799,flat
0800,flight
0801,flightwatch
0802,flood
0803,flooded
0804,floor
0805,Florence
0806,Florida
0807,flow
0808,FM
0809,fog
0810,Fond Du Lac
0264,for
0811,forest
0812,forever
0813,fork
0814,Forkston
0815,fort
0036,forty
0816,forward
0007,four
0026,fourteen
0008,fourth
0817,fox
0818,foxtrot
0819,Francisco
0820,Frankenmuth
0821,Frankfort
0822,Franklin
0823,Fredericton
0824,free
0825,freedom
0826,Freeport
0827,freeze
0828,freezing
0829,French
0265,frequency
0830,Fresno
0088,Friday
0831,friendly
0266,from
0832,front
0833,fuel
0267,full
0834,fun
0835,function
0836,fuse
0051,G
0837,galley
0838,gallons
0839,gap
0840,garden
0841,gas
0268,gate
0842,gateway
0843,gauge
0844,gear
0845,generate
0846,generator
0847,Geneva
0848,George
0849,Georgia
0850,Germantown
0269,get
0851,Gilbert
0852,Glendale Heights
0853,glide
0270,go
0854,gold
0855,golf
0860,good
0856,good afternoon
0271,good bye
0857,good evening
0858,good morning
0859,good night
0861,grain
0862,Grand Rapids
0863,gray
0865,greater
0864,greater than
0867,green
0866,Green Bay
0868,Greenwich
0869,grid
0870,ground
0871,group
0872,gun
0873,Gundish
0874,gust
0875,gusting to
0052,H
0876,hail
0877,half
0878,Halifax
0272,ham
0879,Hamburg
0273,hamfest
0880,hamvention
0881,Hancock
0882,hang
0883,happy holidays
0884,hard
0885,hardline
0886,Harrisburg
0887,Harry
0888,Hartford
0889,has
0274,have
0890,Hawaii
0891,haze
0892,head
0893,heading
0894,heat
0895,heating
0896,heavy
0897,Helena
0898,Heliax
0275,hello
0276,help
0899,Henry
0900,here
0145,Hertz
0901,HF
0902,Hicks
0277,high
0903,higher
0904,highway
0905,hill
0278,hold
0906,home
0907,Honolulu
0908,horizontal
0909,hospital
0910,hot
0911,hotel
0098,hour
0099,hours
0912,Houston
0913,how
0279,http www
0042,hundred
0914,hunt
0915,hurricane
0053,I
0916,ice
0917,icing
0918,Ida
0919,Idaho
0920,identification
0280,identifier
0921,identity
0281,idle
0282,if
0922,ignite
0923,ignition
0924,Illinois
0925,immediate
0926,immediately
0283,in
0927,inactive
0928,inbound
0124,inch
0284,increase
0285,increasing
0929,India
0930,Indiana
0931,Indianapolis
0932,indicate
0933,indicated
0934,indicator
0935,indigo
0936,indoor
0937,inductor
0938,industries
0939,inflight
0286,information
0940,inner
0941,input
0942,inside
0943,inspect
0944,inspector
0945,instruction
0946,instrument
0947,instruments
0948,intakes
0949,interface
0950,internet
0951,interrupt
0952,interstate
0953,interval
0954,intranet
0955,intruder
0956,invalid
0957,Iowa
0958,IRLP
0959,iron
0287,is
0960,island
0961,isolation
0288,it
0962,item
0963,its
0054,J
0964,Jackson
0965,Jacksonville
0966,Janesville
0071,January
0967,Jefferson
0968,jig
0969,Joaquin
0970,John
0971,join
0972,joint
0973,Juliet
0077,July
0974,junction
0076,June
0975,Juneau
0976,just
0055,K
0977,KA9FUR
0978,Kansas
0979,Kellysville
0980,Kenley
0981,Kenosha
0982,Kentucky
0983,kerchunk
0984,Kewaunee
0289,key
0985,keyboard
0986,kicks
0987,kill
0988,killer
0131,kilo
0989,king
0990,knob
0991,knots
0056,L
0992,Labrador
0993,Lacrosse
0994,Lafayette
0995,lake
0996,lambs
0997,land
0998,landing
0999,Lansing
1000,large
1001,Las Vegas
1002,last
1003,Lauderdale
1004,launch
1005,league
1006,leak
1007,lean
1008,leave
1009,left
1010,leg
0290,less than
1011,let
1012,level
1013,Lexington
1014,lick
1015,lid
0291,light
0292,lights
1016,Lima
1017,limit
1018,Lincoln
0293,line
0294,link
0295,list
1019,listen
1021,little
1020,Little Rock
1022,load
1023,localizer
1024,lock
1025,locked
1026,log
1027,logic
1028,Loma Prieta
1029,long
1030,loop
1032,Los
1031,Los Angeles
1033,Louis
1034,Louisiana
1035,love
0296,low
0297,lower
1036,Lycoming
1037,Lynch
1038,Lynchburg
0057,M
0298,machine
1039,Macon
1040,macro
1041,Madison
1042,magneto
1043,mail
1044,main
1045,maintain
1046,make
0299,man
1047,Manchester
1048,Manhattan
1079,Manitoba
1049,Manitowoc
1080,manual
1050,many
1081,March
0300,marine
0125,marines
1051,mark
0126,marker
0073,Marquette
1082,Maryland
1052,Massachusetts
1083,mast
1053,master
0130,May
1054,Mayberry
0044,mayday
1055,me
1084,mean
1056,measure
1085,medical
1057,medium
1086,meet
1058,meeting
1087,mega
1059,Memphis
1088,Menomonee Falls
1060,Mercury
0133,message
0075,messages
0100,meter
1061,metering
0101,meters
1062,Mexico
1089,Michigan
1063,micro
1090,microphone
1064,microwave
1091,mid
1065,mid Wisconsin
1092,middle
1066,midpoint
0304,Mike
1067,mile
1093,miles
0301,military
1094,mill
0302,milli
1095,million
0132,Milwaukee
1096,min
1068,mini
1097,Minneapolis
1069,Minnesota
1098,minus
1070,minute
1099,minutes
1071,Mississippi
0084,Missouri
0303,mist
1100,mixture
0122,mobile
1101,mode
1072,modem
1102,moderate
0123,modify
1103,modulation
1073,module
1104,Moline
1074,Monday
0094,monitor
0129,mono
0095,Monroe
1075,Montana
1105,Montgomery
1076,month
1106,monthly
1078,Montpelier
0305,more
1077,more than
0105,morning
1109,moron
1107,moron alert
1108,moron whoop
1110,Morse
1111,motor
1112,mount
1113,mountain
1114,mouse
1115,move
1116,moving
1117,much
1118,my
0058,N
1119,N3KZ
1120,N3KZed
1121,nan
1122,Nancy
0128,nano
1123,Naperville
1124,narrows
1125,Nashville
1126,national
1127,navy
1128,near
1129,Nebraska
0306,negative
0307,net
1130,network
1131,neutral
1132,Nevada
0308,new
1133,New Hampshire
1134,New Jersey
1135,New Mexico
1136,New Orleans
1137,New York
1138,Newark
1139,Newfoundland
1140,Newtown
0309,next
0108,night
0017,nine
0018,niner
0032,nineteen
0041,ninety
0019,ninth
0310,no
1141,nominal
1142,none
0118,noon
1143,Norfolk
1144,normal
1145,Noroeste
1149,North
1146,North Carolina
1147,North Dakota
1148,North Prarie
1150,Northeast
1151,Northwest
1152,Norton
0311,not
1153,notice
1154,Nova Scotia
0081,November
1155,now
0312,number
1156,numbers
1157,Nunavut
0059,O
1158,oak
1159,Obispo
1160,oboe
1161,obscured
1162,ocean
0119,oclock
0080,October
0313,of
0314,off
1163,oh
1164,Ohio
0146,ohm
1165,ohms
1166,oil
1167,okay
1168,Oklahoma
1169,old
1170,Olympia
1171,Omaha
1172,omni
0315,on
0001,one
1173,only
1174,Ontario
1175,Opaca
0316,open
1176,operate
1177,operational
0317,operator
1178,optical
1179,or
1180,orange
1181,Ord
1182,order
1183,Oregon
1184,originate
1185,Oscar
1186,Oshkosh
0318,other
1187,Ottawa
0319,ouch
0320,our
0321,out
1188,outdoor
1189,outer
1190,output
1191,outside
0322,over
1192,overcast
1193,overload
1194,overlook
1195,overspeed
1196,Owego
1197,Oxford
0060,P
1198,Pacific
1199,pad
0323,page
1200,pair
1201,pallets
1202,panther
1203,papa
1204,parade
1205,parallel
1206,parking
0324,partially
0325,pass
0326,passed
1207,password
0327,patch
0328,path
1208,Paul
1209,peak
1210,pearl
1211,pen
1212,pending
1213,Pennsylvania
1214,Penobscot
1215,Peoria
0329,per
0147,percent
1216,period
1217,Perry
1218,Peter
1219,phase
1220,Philadelphia
1221,Phoenix
0330,phone
1222,pick
0127,pico
1223,Pierre
1224,pilot
1225,pine
1226,pink
1227,PL
1228,plan
1229,plant
1230,plate
1231,play
0331,please
1232,PLL
0134,plus
0117,PM
0137,point
1233,polar
1234,polarization
1235,polarized
0332,police
1236,pond
1237,poor
1238,port
1239,portable
1240,Portland
1241,position
1242,pots
0333,pound
0148,power
1243,powerhouse
1244,preamplifier
1245,press
1246,pressure
1247,Prince Edward
1248,Princeton
0334,priority
1249,probe
1250,program
1251,propane
1252,props
1253,Providence
1254,Provo
1255,pull
1256,pulse
1257,pumps
1258,purple
1259,push
1260,put
0061,Q
1261,quad
1262,quarter
1263,Quebec
1264,Quebec2
1265,Queen
1266,question
0062,R
1267,Races
1268,Racine
1269,radar
1270,radial
0335,radio
0336,radios
1271,rail
1272,rain
1273,raise
1274,Raleigh
1275,range
1276,rate
1277,reading
0337,ready
1278,rear
0338,receive
0339,receiver
1279,recorded
1280,recorder
1281,red
1282,Redding
1283,reflected
1284,refueling
1285,regenerate
1286,relay
1287,release
1288,remark
0340,remote
1289,repair
0341,repeat
0342,repeater
1290,report
1291,request
1292,rescue
1293,reset
1294,resistance
1295,resistor
1296,response
1297,return
1298,reverse
1299,RF
1300,Rhode Island
1301,rich
1302,Richfield
1303,Richland
1304,Richmond
1305,ridge
1306,rig
1307,right
1308,ring
1309,river
0343,road
1310,Roanoke
1311,Rochester
1312,Rockford
1314,rocky
1313,Rocky Ridge
1315,Rodman
1316,Roger
1317,rollout
1318,Romeo
1319,room
1320,route
1321,Roxboro
1322,RPU
1323,RS232
1324,run
1325,running
1326,runway
0063,S
1327,S meter
1328,Sacramento
1329,safe
1330,Saint Paul
1331,Salem
1332,Salinas
1333,Salt Lake City
1335,San
1334,San Louis Obispo
1336,sand
1337,Sandy
1338,Santa Fe
1339,Santiago
1340,Saskatchewan
0089,Saturday
1341,Savanna
1342,save
1343,scale
1344,scatter
1345,scattered
1346,Schaumburg
1347,schedule
1348,scheduled
1349,scheduler
1350,school
1351,science
1352,SCOM
1353,Scranton
1354,screen
1355,sea
1356,search
1357,Seattle
0004,second
0103,seconds
1358,security
0344,select
1359,selected
1360,selector
1361,self destruct
1362,semaphore
1363,send
1364,sensor
1365,sent
0079,September
1366,sequence
1367,serial
0345,service
0346,set
0013,seven
0030,seventeen
0014,seventh
0039,seventy
1368,severe
1369,sewage
1370,Seymour
1371,Sheboygan
1372,SHF
1373,shoals
1374,short
1375,shortwave
1376,showers
1377,shut
1378,shuttle
1379,side
1380,Sierra
1381,sighting
1382,Sigmet
1383,sign
1384,signal
1385,silver
1386,simulcast
1387,single
1388,Sioux Falls
1389,site
0011,six
0028,sixteen
0029,sixteenth
0012,sixth
0038,sixty
1390,Skokie
1391,sky warn
1392,sleet
1393,slope
1394,slower
1395,small
1396,smoke
1397,snow
1398,solar
1399,sound
1403,South
1400,South Carolina
1401,South Dakota
1402,South Mountain
1404,Southeast
1405,southern
1406,Southwest
1407,space
1408,spare
1409,speak
1410,speaker
1411,special
1412,speed
1413,spill
1414,spirit
1415,spoil
1416,spoilers
1417,spray
1418,Springfield
1419,square
1420,squawk
1421,squawking
1422,squelch
1423,SSB
1424,stabilize
1425,stabilizer
1426,stable
1427,stall
1428,standby
0347,star
1429,starboard
0348,start
1430,state
1431,station
1432,stationary
1433,status
1434,stereo
1435,stern
1436,STL
0349,stop
1437,storm
1438,street
1439,strength
1440,strobe
1441,structure
1442,studio
1443,sugar
1444,Summerfest
0083,Sunday
1445,sunset
1446,superior
1447,supply
1448,Sussex
1449,swapfest
0350,switch
1450,switched
1451,switching
1452,sword
1453,SWR
1454,synced
1455,sysop
0351,system
0064,T
1456,Tahoe
1457,tall
1458,Tallahassee
1459,tango
1460,tank
1461,target
1462,Tassajera
1463,taxi
1464,tear
0352,teen
1465,telemetry
0353,telephone
0354,temperature
0020,ten
1466,Tennessee
0021,tenth
1467,terminal
1468,terminate
1469,terminated
1470,territories
1471,territory
0355,test
1472,Texas
1473,than
1474,Thank You
1475,that
1476,thaw
0356,the
0357,the2
1477,then
1478,there
1479,thermal
1480,thin
1481,thinly
1482,thir
0006,third
0025,thirteen
1483,thirtieth
0035,thirty
0358,this
0359,this is
1484,this is the
1485,Thompson
0043,thousand
0005,three
1486,thunder
0087,Thursday
0091,time
1487,timeout
0360,timer
0361,times
0109,today
1488,Tollsville
0110,tomorrow
1489,tone
0111,tonight
0362,too
0363,tool
1490,Topeka
1491,tornado
1492,Toronto
1493,total
1494,touch
1495,touchdown
1496,Towanda
1497,tower
1498,town
1499,track
1500,tracking
1501,trade
1502,traffic
1503,transfer
1504,transformer
1505,transition
0364,transmit
0365,transmitter
1506,treatment
1507,Trenton
1508,trigger
1509,trim
1510,trip
1511,tripped
1512,TRL
1513,true
1514,trunk
1515,try
1516,TSL
1517,tube
0085,Tuesday
1518,tug
1519,tunnel
1520,turbulence
1521,turn
1522,turquoise
0024,twelfth
0023,twelve
0034,twentieth
0033,twenty
0003,two
1523,type
0065,U
1524,UHF
1525,uncle
0366,under
1526,unicom
1527,uniform
1528,union
1529,unit
1530,United States
1531,university
1532,unlimited
1533,unlock
0367,until
0368,up
1534,uplink
1535,UPS
0369,use
0370,use2
1536,used
1537,Utah
1538,utility
0066,V
1539,vaca
1540,vacuum
1542,valley
1541,Valley Forge
1543,valve
1544,variable
1545,VCO
1546,vector
1547,vectors
1548,vera
0371,verify
1549,Vermont
1550,version
1551,vertical
1552,very
1553,VFR
1554,VHE
1555,VHF
0151,watt
1556,Victor
0152,watts
1557,Victoria
1577,Waukesha
1558,video
1578,Wausau
1559,Violet
1579,wave
1561,Virginia
0375,way
1560,Virginia Beach
0376,we
1562,visibility
0377,weather
1563,visual
1580,web
1564,voice
0086,Wednesday
0149,voltage
0104,week
0150,volts
0113,weekday
1565,volume
0114,weekend
1566,VOR
0115,weekly
1567,vortac
0378,welcome
1568,VSWR
1581,well
0067,W
1582,Welsh
1569,W9HHX
1584,west
0372,wait
1583,West Virginia
1570,wake
1585,what
0373,warning
1586,whiskey
1571,Warren
1587,white
1572,Washington
1588,Wichita
1573,waste
1589,wide
0374,watch
1590,wilco
1574,water
1591,Wilkesbury
1575,Waterdale
0379,will
1576,Waterford
1592,William
1593,Williamsport
1594,Willie
1595,Wilmington
1596,win
1597,wind
1598,window
0380,windows
1599,windspeed
1600,Winnebago
1602,Wisconsin
1601,Wisconsin Interstate Network
0381,with
1603,within
1604,without
1605,wolf
1606,work
1607,working
1608,works
1609,world
1610,WR3IRS
1611,wrist
0382,wrong
1612,WWV
1613,WWW
1614,Wyoming
0068,X
1615,X ray
0069,Y
1616,yada yada yada
1617,YAGI
1618,Yankee
1619,yard
0092,year
0093,yearly
1620,yellow
1621,yes
0112,yesterday
1622,Ynez
1623,yoke
1624,york
0383,you
0385,you've
1625,young
0384,your
1626,yours
1627,Yukon
0070,Z
1628,zebra
1629,zed
0000,zero
1630,zone
0120,zulu
